Usertype,Month,Tripduration
Customer,Oct,64002
Customer,Oct,1452
Subscriber,Oct,468
Subscriber,Oct,746
Subscriber,Oct,3021
Customer,Oct,279
Subscriber,Oct,390
Subscriber,Oct,538
Customer,Oct,892
Customer,Oct,907
Customer,Oct,614
Customer,Oct,3728
Subscriber,Oct,3678
Subscriber,Oct,3643
Subscriber,Oct,369
Subscriber,Oct,1110
Subscriber,Oct,481
Subscriber,Oct,3389
Subscriber,Oct,880
Subscriber,Oct,771
Subscriber,Oct,430
Customer,Oct,1432
Subscriber,Oct,460
Subscriber,Oct,1457
Customer,Oct,333
Subscriber,Oct,562
Customer,Oct,129
Customer,Oct,2379
Subscriber,Oct,429
Customer,Oct,2413
Customer,Oct,7269
Customer,Oct,6842
Customer,Oct,4719
Customer,Oct,3671
Subscriber,Oct,505
Subscriber,Oct,1085
Customer,Oct,2256
Customer,Oct,3716
Customer,Oct,3673
Subscriber,Oct,1498
Subscriber,Oct,1723
Subscriber,Oct,956
Customer,Oct,5771
Subscriber,Oct,579
Subscriber,Oct,381
Customer,Oct,57778
Subscriber,Oct,234
Customer,Oct,644
Subscriber,Oct,235
Subscriber,Oct,565
Subscriber,Oct,622
Customer,Oct,55530
Subscriber,Oct,695
Customer,Oct,1959
Subscriber,Oct,265
Subscriber,Oct,772
Subscriber,Oct,518
Subscriber,Oct,3359
Subscriber,Oct,322
Subscriber,Oct,122
Customer,Oct,315
Subscriber,Oct,466
Subscriber,Oct,105
Subscriber,Oct,693
Subscriber,Oct,304
Subscriber,Oct,461
Subscriber,Oct,667
Subscriber,Oct,586
Subscriber,Oct,1199
Subscriber,Oct,1646
Subscriber,Oct,340
Customer,Oct,1390
Customer,Oct,1690
Customer,Oct,1355
Customer,Oct,1727
Subscriber,Oct,518
Customer,Oct,50339
Subscriber,Oct,461
Subscriber,Oct,228
Subscriber,Oct,366
Subscriber,Oct,339
Subscriber,Oct,1549
Subscriber,Oct,415
Subscriber,Oct,414
Subscriber,Oct,454
Customer,Oct,47717
Customer,Oct,550
Customer,Oct,2263
Customer,Oct,2198
Customer,Oct,2183
Subscriber,Oct,296
Subscriber,Oct,314
Subscriber,Oct,287
Customer,Oct,1837
Customer,Oct,1871
Subscriber,Oct,689
Subscriber,Oct,1966
Subscriber,Oct,862
Subscriber,Oct,1915
Subscriber,Oct,269
Subscriber,Oct,296
Subscriber,Oct,617
Subscriber,Oct,503
Subscriber,Oct,3494
Customer,Oct,1046
Subscriber,Oct,950
Subscriber,Oct,530
Subscriber,Oct,240
Subscriber,Oct,726
Subscriber,Oct,288
Subscriber,Oct,642
Customer,Oct,1435
Subscriber,Oct,1321
Subscriber,Oct,835
Subscriber,Oct,654
Subscriber,Oct,718
Subscriber,Oct,401
Subscriber,Oct,561
Subscriber,Oct,621
Subscriber,Oct,1010
Customer,Oct,499
Subscriber,Oct,536
Customer,Oct,333
Subscriber,Oct,261
Customer,Oct,499
Subscriber,Oct,1042
Subscriber,Oct,1159
Subscriber,Oct,411
Customer,Oct,7400
Subscriber,Oct,824
Subscriber,Oct,479
Customer,Oct,479
Customer,Oct,474
Customer,Oct,1258
Subscriber,Oct,2399
Customer,Oct,13402
Subscriber,Oct,1157
Customer,Oct,78
Subscriber,Oct,397
Subscriber,Oct,578
Subscriber,Oct,300
Subscriber,Oct,649
Subscriber,Oct,1033
Subscriber,Oct,998
Customer,Oct,598
Subscriber,Oct,309
Subscriber,Oct,454
Subscriber,Oct,629
Customer,Oct,487
Subscriber,Oct,893
Customer,Oct,1552
Subscriber,Oct,313
Subscriber,Oct,668
Subscriber,Oct,782
Subscriber,Oct,1424
Customer,Oct,1400
Customer,Oct,1346
Subscriber,Oct,277
Subscriber,Oct,4116
Customer,Oct,862
Customer,Oct,3867
Customer,Oct,182
Subscriber,Oct,3108
Subscriber,Oct,602
Subscriber,Oct,447
Subscriber,Oct,333
Customer,Oct,596
Subscriber,Oct,1194
Subscriber,Oct,904
Subscriber,Oct,558
Subscriber,Oct,256
Customer,Oct,5207
Subscriber,Oct,367
Customer,Oct,5126
Customer,Oct,5225
Subscriber,Oct,290
Subscriber,Oct,911
Customer,Oct,1220
Subscriber,Oct,1036
Subscriber,Oct,756
Customer,Oct,1097
Subscriber,Oct,360
Customer,Oct,1632
Customer,Oct,1570
Subscriber,Oct,1374
Subscriber,Oct,427
Subscriber,Oct,133
Subscriber,Oct,471
Subscriber,Oct,1155
Customer,Oct,1128
Subscriber,Oct,210
Subscriber,Oct,346
Customer,Oct,1022
Customer,Oct,711
Subscriber,Oct,492
Subscriber,Oct,954
Subscriber,Oct,960
Customer,Oct,168
Customer,Oct,6043
Customer,Oct,71270
Subscriber,Oct,2229
Customer,Oct,88
Customer,Oct,1569
Customer,Oct,602
Subscriber,Oct,905
Customer,Oct,433
Subscriber,Oct,553
Subscriber,Oct,639
Subscriber,Oct,4192
Customer,Oct,337
Subscriber,Oct,256
Customer,Oct,1060
Customer,Oct,4897
Subscriber,Oct,1272
Customer,Oct,2413
Customer,Oct,2351
Customer,Oct,2894
Customer,Oct,9111
Customer,Oct,1312
Subscriber,Oct,1298
Subscriber,Oct,1236
Subscriber,Oct,1854
Subscriber,Oct,694
Customer,Oct,3252
Subscriber,Oct,766
Subscriber,Oct,604
Subscriber,Oct,701
Customer,Oct,2275
Customer,Oct,431
Subscriber,Oct,824
Subscriber,Oct,322
Subscriber,Oct,971
Customer,Oct,61996
Subscriber,Oct,381
Customer,Oct,806
Subscriber,Oct,384
Customer,Oct,1191
Customer,Oct,1455
Subscriber,Oct,3252
Subscriber,Oct,378
Subscriber,Oct,421
Customer,Oct,2070
Customer,Oct,2022
Customer,Oct,5423
Subscriber,Oct,595
Subscriber,Oct,543
Subscriber,Oct,767
Subscriber,Oct,807
Customer,Oct,3650
Customer,Oct,967
Customer,Oct,2359
Subscriber,Oct,279
Subscriber,Oct,537
Subscriber,Oct,978
Subscriber,Oct,1167
Customer,Oct,4179
Subscriber,Oct,3746
Subscriber,Oct,1545
Customer,Oct,1250
Subscriber,Oct,645
Customer,Oct,59209
Customer,Oct,342
Customer,Oct,117
Customer,Oct,468
Customer,Oct,2347
Subscriber,Oct,1009
Customer,Oct,1177
Customer,Oct,4562
Customer,Oct,4331
Subscriber,Oct,2438
Customer,Oct,1199
Customer,Oct,6439
Customer,Oct,1753
Customer,Oct,98
Customer,Oct,137
Customer,Oct,3189
Subscriber,Oct,477
Customer,Oct,3062
Customer,Oct,3377
Subscriber,Oct,595
Customer,Oct,973
Customer,Oct,3305
Customer,Oct,8480
Subscriber,Oct,4335
Subscriber,Oct,564
Subscriber,Oct,974
Customer,Oct,3394
Customer,Oct,2654
Customer,Oct,2643
Customer,Oct,2269
Subscriber,Oct,304
Subscriber,Oct,3795
Customer,Oct,2153
Customer,Oct,1544
Subscriber,Oct,1554
Customer,Oct,3673
Customer,Oct,2118
Subscriber,Oct,359
Customer,Oct,2021
Subscriber,Oct,551
Customer,Oct,1564
Subscriber,Oct,634
Subscriber,Oct,502
Customer,Oct,956
Subscriber,Oct,1547
Subscriber,Oct,598
Customer,Oct,3547
Subscriber,Oct,451
Customer,Oct,3072
Subscriber,Oct,663
Customer,Oct,3027
Subscriber,Oct,334
Customer,Oct,79226
Subscriber,Oct,1284
Subscriber,Oct,655
Subscriber,Oct,656
Customer,Oct,375
Subscriber,Oct,1472
Customer,Oct,836
Customer,Oct,54767
Customer,Oct,1330
Subscriber,Oct,778
Subscriber,Oct,1073
Customer,Oct,1335
Subscriber,Oct,4014
Customer,Oct,1024
Subscriber,Oct,682
Subscriber,Oct,1070
Customer,Oct,3093
Subscriber,Oct,390
Subscriber,Oct,535
Subscriber,Oct,1428
Subscriber,Oct,3991
Customer,Oct,1044
Subscriber,Oct,1108
Subscriber,Oct,533
Subscriber,Oct,629
Subscriber,Oct,605
Customer,Oct,1188
Customer,Oct,872
Subscriber,Oct,359
Subscriber,Oct,507
Customer,Oct,278
Customer,Oct,4468
Customer,Oct,4420
Customer,Oct,162
Customer,Oct,50695
Customer,Oct,4262
Subscriber,Oct,480
Subscriber,Oct,2248
Subscriber,Oct,489
Subscriber,Oct,5160
Customer,Oct,649
Customer,Oct,68
Customer,Oct,29465
Subscriber,Oct,644
Customer,Oct,1069
Subscriber,Oct,446
Customer,Oct,4114
Customer,Oct,1186
Customer,Oct,5039
Customer,Oct,151
Customer,Oct,4786
Customer,Oct,4660
Subscriber,Oct,687
Customer,Oct,964
Customer,Oct,4077
Customer,Oct,3606
Subscriber,Oct,776
Subscriber,Oct,486
Customer,Oct,3746
Subscriber,Oct,2427
Subscriber,Oct,2807
Subscriber,Oct,306
Customer,Oct,4806
Customer,Oct,4786
Subscriber,Oct,506
Subscriber,Oct,2327
Subscriber,Oct,774
Customer,Oct,6363
Customer,Oct,6170
Customer,Oct,6161
Subscriber,Oct,1432
Customer,Oct,1928
Subscriber,Oct,307
Customer,Oct,606
Customer,Oct,1705
Subscriber,Oct,508
Customer,Oct,1394
Subscriber,Oct,1568
Subscriber,Oct,565
Subscriber,Oct,897
Subscriber,Oct,329
Subscriber,Oct,361
Customer,Oct,789
Subscriber,Oct,463
Customer,Oct,63799
Subscriber,Oct,460
Customer,Oct,1108
Subscriber,Oct,456
Subscriber,Oct,1068
Customer,Oct,10179
Subscriber,Oct,891
Customer,Oct,190
Customer,Oct,1152
Subscriber,Oct,722
Subscriber,Oct,727
Subscriber,Oct,509
Subscriber,Oct,3192
Subscriber,Oct,316
Subscriber,Oct,1500
Subscriber,Oct,3249
Customer,Oct,3178
Customer,Oct,136
Subscriber,Oct,3113
Subscriber,Oct,1922
Customer,Oct,2926
Customer,Oct,122861
Subscriber,Oct,585
Subscriber,Oct,291
Customer,Oct,357
Subscriber,Oct,263
Subscriber,Oct,3107
Customer,Oct,2795
Subscriber,Oct,548
Customer,Oct,121
Customer,Oct,880
Subscriber,Oct,288
Subscriber,Oct,1235
Subscriber,Oct,312
Subscriber,Oct,727
Subscriber,Oct,2611
Subscriber,Oct,2984
Subscriber,Oct,636
Subscriber,Oct,555
Subscriber,Oct,950
Customer,Oct,679
Subscriber,Oct,754
Customer,Oct,399
Customer,Oct,1693
Subscriber,Oct,282
Customer,Oct,221
Subscriber,Oct,1360
Subscriber,Oct,81
Subscriber,Oct,779
Customer,Oct,94
Customer,Oct,6057
Customer,Oct,5935
Subscriber,Oct,301
Subscriber,Oct,773
Customer,Oct,8219
Subscriber,Oct,6685
Subscriber,Oct,483
Subscriber,Oct,297
Subscriber,Oct,955
Subscriber,Oct,433
Subscriber,Oct,286
Subscriber,Oct,2583
Customer,Oct,1605
Subscriber,Oct,516
Subscriber,Oct,1220
Customer,Oct,2827
Customer,Oct,762
Customer,Oct,3933
Subscriber,Oct,500
Customer,Oct,3928
Subscriber,Oct,1212
Customer,Oct,215
Subscriber,Oct,1114
Subscriber,Oct,1501
Subscriber,Oct,490
Subscriber,Oct,1699
Customer,Oct,162
Customer,Oct,829
Subscriber,Oct,621
Subscriber,Oct,2301
Subscriber,Oct,310
Customer,Oct,104
Subscriber,Oct,438
Subscriber,Oct,115
Customer,Oct,2474
Subscriber,Oct,4608
Customer,Oct,251
Subscriber,Oct,6375
Customer,Oct,6232
Customer,Oct,159
Subscriber,Oct,355
Customer,Oct,575
Customer,Oct,2310
Subscriber,Oct,3158
Customer,Oct,5292
Subscriber,Oct,717
Subscriber,Oct,486
Subscriber,Oct,347
Subscriber,Oct,339
Subscriber,Oct,335
Subscriber,Oct,1750
Customer,Oct,5492
Customer,Oct,1101
Subscriber,Oct,444
Customer,Oct,3955
Customer,Oct,8948
Subscriber,Oct,1330
Subscriber,Oct,1825
Subscriber,Oct,272
Subscriber,Oct,256
Subscriber,Oct,2438
Subscriber,Oct,610
Subscriber,Oct,2366
Subscriber,Oct,616
Subscriber,Oct,656
Subscriber,Oct,1003
Subscriber,Oct,538
Customer,Oct,2776
Customer,Oct,108
Customer,Oct,2638
Customer,Oct,1325
Customer,Oct,2107
Subscriber,Oct,525
Customer,Oct,3714
Customer,Oct,146
Customer,Oct,2263
Subscriber,Oct,2161
Subscriber,Oct,516
Customer,Oct,1996
Customer,Oct,723
Customer,Oct,571
Subscriber,Oct,867
Subscriber,Oct,472
Subscriber,Oct,1664
Customer,Oct,431
Subscriber,Oct,105
Subscriber,Oct,3679
Subscriber,Oct,3614
Subscriber,Oct,661
Subscriber,Oct,544
Customer,Oct,827
Subscriber,Oct,1100
Subscriber,Oct,535
Customer,Oct,2052
Customer,Oct,1194
Customer,Oct,1560
Customer,Oct,1510
Subscriber,Oct,452
Customer,Oct,429
Subscriber,Oct,2381
Subscriber,Oct,632
Subscriber,Oct,309
Subscriber,Oct,1902
Customer,Oct,755
Subscriber,Oct,605
Subscriber,Oct,1386
Subscriber,Oct,446
Subscriber,Oct,892
Subscriber,Oct,506
Subscriber,Oct,795
Subscriber,Oct,962
Subscriber,Oct,1298
Subscriber,Oct,279
Subscriber,Oct,928
Subscriber,Oct,1029
Customer,Oct,1403
Customer,Oct,6364
Subscriber,Oct,565
Subscriber,Oct,453
Customer,Oct,1113
Subscriber,Oct,3198
Customer,Oct,337
Customer,Oct,295
Subscriber,Oct,3106
Customer,Oct,874
Subscriber,Oct,809
Customer,Oct,123
Customer,Oct,4832
Customer,Oct,4612
Subscriber,Oct,1137
Customer,Oct,268
Subscriber,Oct,555
Customer,Oct,1177
Customer,Oct,1665
Subscriber,Oct,1576
Customer,Oct,892
Customer,Oct,441
Subscriber,Oct,76
Subscriber,Oct,820
Subscriber,Oct,10243
Customer,Oct,10238
Subscriber,Oct,223
Subscriber,Oct,789
Customer,Oct,1892
Subscriber,Oct,631
Customer,Oct,278
Subscriber,Oct,214
Subscriber,Oct,2671
Subscriber,Oct,2191
Subscriber,Oct,2387
Customer,Oct,3307
Customer,Oct,3451
Customer,Oct,10232
Subscriber,Oct,691
Customer,Oct,782
Customer,Oct,10431
Customer,Oct,408
Subscriber,Oct,869
Subscriber,Oct,467
Subscriber,Oct,446
Customer,Oct,15325
Customer,Oct,6287
Customer,Oct,6247
Customer,Oct,62693
Customer,Oct,1913
Customer,Oct,6024
Subscriber,Oct,595
Subscriber,Oct,568
Customer,Oct,63800
Subscriber,Oct,282
Customer,Oct,1920
Subscriber,Oct,565
Subscriber,Oct,548
Subscriber,Oct,866
Customer,Oct,92
Customer,Oct,90
Customer,Oct,944
Subscriber,Oct,234
Customer,Oct,255
Subscriber,Oct,461
Customer,Oct,6219
Subscriber,Oct,780
Customer,Oct,719
Subscriber,Oct,411
Customer,Oct,5298
Customer,Oct,5845
Subscriber,Oct,2724
Customer,Oct,1363
Customer,Oct,831
Subscriber,Oct,523
Subscriber,Oct,797
Subscriber,Oct,521
Customer,Oct,2788
Subscriber,Oct,268
Subscriber,Oct,2409
Subscriber,Oct,711
Customer,Oct,2412
Customer,Oct,20471
Subscriber,Oct,502
Customer,Oct,190
Subscriber,Oct,1804
Customer,Oct,1992
Customer,Oct,2195
Customer,Oct,2105
Subscriber,Oct,3697
Customer,Oct,272
Subscriber,Oct,853
Subscriber,Oct,1541
Subscriber,Oct,1119
Customer,Oct,4937
Subscriber,Oct,761
Subscriber,Oct,522
Customer,Oct,7733
Customer,Oct,7641
Subscriber,Oct,3148
Customer,Oct,1929
Subscriber,Oct,1641
Subscriber,Oct,1383
Subscriber,Oct,340
Subscriber,Oct,904
Customer,Oct,3517
Customer,Oct,3421
Subscriber,Oct,618
Subscriber,Oct,425
Subscriber,Oct,1088
Subscriber,Oct,586
Subscriber,Oct,285
Customer,Oct,2857
Customer,Oct,102
Customer,Oct,2480
Customer,Oct,55882
Customer,Oct,79577
Subscriber,Oct,797
Customer,Oct,794
Customer,Oct,1846
Customer,Oct,66881
Subscriber,Oct,1521
Customer,Oct,1784
Customer,Oct,845
Customer,Oct,73557
Subscriber,Oct,291
Subscriber,Oct,1751
Customer,Oct,1844
Customer,Oct,603
Customer,Oct,6127
Subscriber,Oct,117
Subscriber,Oct,552
Customer,Oct,106
Subscriber,Oct,348
Customer,Oct,1401
Subscriber,Oct,1765
Customer,Oct,2570
Subscriber,Oct,142
Customer,Oct,1253
Subscriber,Oct,917
Subscriber,Oct,489
Subscriber,Oct,528
Subscriber,Oct,285
Subscriber,Oct,537
Customer,Oct,2065
Customer,Oct,1457
Customer,Oct,390
Subscriber,Oct,279
Subscriber,Oct,453
Subscriber,Oct,376
Customer,Oct,3932
Customer,Oct,767
Subscriber,Oct,828
Subscriber,Oct,349
Customer,Oct,4091
Subscriber,Oct,96
Customer,Oct,2378
Customer,Oct,3941
Customer,Oct,662
Customer,Oct,2198
Subscriber,Oct,401
Subscriber,Oct,651
Customer,Oct,438
Customer,Oct,4407
Customer,Oct,2878
Customer,Oct,4101
Customer,Oct,4283
Subscriber,Oct,244
Subscriber,Oct,825
Customer,Oct,55639
Customer,Oct,246
Customer,Oct,251
Customer,Oct,3206
Subscriber,Oct,522
Subscriber,Oct,2119
Customer,Oct,1575
Customer,Oct,1508
Subscriber,Oct,890
Customer,Oct,3414
Customer,Oct,3844
Customer,Oct,3321
Subscriber,Oct,2815
Subscriber,Oct,2189
Subscriber,Oct,3123
Customer,Oct,3680
Customer,Oct,126
Customer,Oct,144
Subscriber,Oct,604
Subscriber,Oct,464
Customer,Oct,2158
Subscriber,Oct,930
Customer,Oct,1979
Subscriber,Oct,492
Subscriber,Oct,1042
Customer,Oct,70276
Customer,Oct,3445
Customer,Oct,3321
Subscriber,Oct,2287
Subscriber,Oct,2897
Customer,Oct,2813
Subscriber,Oct,136
Customer,Oct,5926
Subscriber,Oct,2676
Subscriber,Oct,751
Customer,Oct,749
Customer,Oct,45407
Subscriber,Oct,399
Subscriber,Oct,694
Customer,Oct,2044
Subscriber,Oct,957
Subscriber,Oct,118
Customer,Oct,5511
Customer,Oct,1087
Subscriber,Oct,2179
Customer,Oct,1131
Customer,Oct,912
Customer,Oct,872
Customer,Oct,1079
Customer,Oct,5819
Customer,Oct,5734
Subscriber,Oct,406
Customer,Oct,68127
Customer,Oct,8077
Subscriber,Oct,251
Customer,Oct,8038
Customer,Oct,3367
Customer,Oct,50682
Customer,Oct,3255
Customer,Oct,50118
Subscriber,Oct,464
Subscriber,Oct,661
Subscriber,Oct,806
Subscriber,Oct,584
Subscriber,Oct,251
Subscriber,Oct,539
Customer,Oct,1079
Subscriber,Oct,141
Subscriber,Oct,472
Subscriber,Oct,815
Subscriber,Oct,768
Subscriber,Oct,2559
Customer,Oct,1119
Subscriber,Oct,715
Subscriber,Oct,741
Customer,Oct,450
Subscriber,Oct,242
Customer,Oct,961
Customer,Oct,2318
Subscriber,Oct,254
Customer,Oct,5380
Customer,Oct,5336
Customer,Oct,1344
Customer,Oct,1301
Subscriber,Oct,414
Subscriber,Oct,1005
Customer,Oct,34878
Customer,Oct,145
Subscriber,Oct,273
Subscriber,Oct,1042
Customer,Oct,2146
Customer,Oct,2124
Customer,Oct,2132
Customer,Oct,250
Customer,Oct,289
Customer,Oct,2234
Customer,Oct,2197
Subscriber,Oct,464
Subscriber,Oct,317
Subscriber,Oct,308
Subscriber,Oct,308
Subscriber,Oct,1647
Subscriber,Oct,1568
Subscriber,Oct,1784
Subscriber,Oct,1851
Customer,Oct,33428
Customer,Oct,3022
Customer,Oct,646
Customer,Oct,1119
Customer,Oct,1109
Customer,Oct,956
Customer,Oct,911
Customer,Oct,5427
Customer,Oct,5299
Customer,Oct,5425
Subscriber,Oct,342
Subscriber,Oct,1329
Customer,Oct,129
Customer,Oct,3892
Subscriber,Oct,1697
Customer,Oct,1574
Subscriber,Oct,838
Customer,Oct,249
Subscriber,Oct,815
Subscriber,Oct,1059
Subscriber,Oct,641
Customer,Oct,432
Subscriber,Oct,863
Subscriber,Oct,985
Subscriber,Oct,510
Subscriber,Oct,526
Subscriber,Oct,597
Customer,Oct,515
Customer,Oct,1600
Subscriber,Oct,751
Subscriber,Oct,481
Subscriber,Oct,1373
Subscriber,Oct,811
Subscriber,Oct,258
Subscriber,Oct,1122
Subscriber,Oct,571
Subscriber,Oct,916
Subscriber,Oct,614
Subscriber,Oct,528
Customer,Oct,3153
Customer,Oct,3131
Customer,Oct,90424
Subscriber,Oct,474
Customer,Oct,152
Subscriber,Oct,405
Customer,Oct,949
Subscriber,Oct,193
Customer,Oct,6513
Subscriber,Oct,255
Subscriber,Oct,760
Subscriber,Oct,773
Subscriber,Oct,656
Customer,Oct,3155
Subscriber,Oct,248
Customer,Oct,1940
Customer,Oct,5202
Subscriber,Oct,1063
Subscriber,Oct,447
Subscriber,Oct,817
Customer,Oct,1458
Customer,Oct,2982
Subscriber,Oct,1306
Subscriber,Oct,450
Customer,Oct,2706
Subscriber,Oct,272
Customer,Oct,1532
Customer,Oct,4445
Subscriber,Oct,476
Customer,Oct,7772
Customer,Oct,97
Customer,Oct,7769
Customer,Oct,7719
Customer,Oct,1586
Customer,Oct,129
Customer,Oct,6832
Subscriber,Oct,195
Subscriber,Oct,1631
Subscriber,Oct,322
Customer,Oct,11301
Subscriber,Oct,68
Customer,Oct,715
Subscriber,Oct,373
Subscriber,Oct,666
Subscriber,Oct,841
Subscriber,Oct,652
Customer,Oct,2322
Subscriber,Oct,186
Subscriber,Oct,1418
Customer,Oct,579
Subscriber,Oct,706
Subscriber,Oct,740
Subscriber,Oct,286
Subscriber,Oct,222
Customer,Oct,1275
Subscriber,Oct,428
Subscriber,Oct,662
Subscriber,Oct,1534
Subscriber,Oct,601
Customer,Oct,504
Customer,Oct,494
Subscriber,Oct,2270
Customer,Oct,2241
Subscriber,Oct,850
Subscriber,Oct,132
Subscriber,Oct,2211
Subscriber,Oct,980
Subscriber,Oct,659
Subscriber,Oct,641
Customer,Oct,1978
Subscriber,Oct,384
Subscriber,Oct,879
Customer,Oct,430
Customer,Oct,421
Subscriber,Oct,262
Subscriber,Oct,218
Customer,Oct,518
Subscriber,Oct,516
Subscriber,Oct,2961
Customer,Oct,622
Subscriber,Oct,538
Customer,Oct,3620
Customer,Oct,3515
Subscriber,Oct,756
Customer,Oct,1277
Subscriber,Oct,1160
Subscriber,Oct,545
Customer,Oct,1727
Subscriber,Oct,591
Customer,Oct,73138
Subscriber,Oct,531
Subscriber,Oct,456
Subscriber,Oct,850
Customer,Oct,1057
Customer,Oct,22485
Subscriber,Oct,1522
Customer,Oct,775
Subscriber,Oct,637
Subscriber,Oct,376
Customer,Oct,6127
Customer,Oct,3062
Customer,Oct,3069
Subscriber,Oct,930
Subscriber,Oct,764
Subscriber,Oct,789
Subscriber,Oct,322
Subscriber,Oct,178
Customer,Oct,1259
Subscriber,Oct,1208
Subscriber,Oct,801
Subscriber,Oct,2372
Customer,Oct,1554
Subscriber,Oct,648
Customer,Oct,1346
Subscriber,Oct,743
Customer,Oct,83581
Subscriber,Oct,866
Subscriber,Oct,662
Customer,Oct,4701
Customer,Oct,4932
Customer,Oct,4630
Customer,Oct,950
Customer,Oct,933
Customer,Oct,4468
Customer,Oct,468
Subscriber,Oct,320
Subscriber,Oct,444
Customer,Oct,4303
Customer,Oct,2031
Subscriber,Oct,1646
Customer,Oct,2350
Subscriber,Oct,563
Customer,Oct,123
Customer,Oct,5578
Customer,Oct,101
Customer,Oct,526
Customer,Oct,63307
Subscriber,Oct,703
Customer,Oct,113
Subscriber,Oct,277
Customer,Oct,73
Customer,Oct,5625
Subscriber,Oct,905
Customer,Oct,5500
Subscriber,Oct,777
Subscriber,Oct,722
Customer,Oct,221
Subscriber,Oct,251
Customer,Oct,7952
Subscriber,Oct,94
Customer,Oct,1423
Subscriber,Oct,479
Subscriber,Oct,2864
Customer,Oct,6668
Customer,Oct,11717
Customer,Oct,559
Customer,Oct,1159
Subscriber,Oct,1413
Subscriber,Oct,1716
Subscriber,Oct,570
Customer,Oct,105
Subscriber,Oct,359
Subscriber,Oct,299
Customer,Oct,1088
Subscriber,Oct,224
Subscriber,Oct,467
Subscriber,Oct,427
Subscriber,Oct,3176
Customer,Oct,657
Customer,Oct,4778
Customer,Oct,4668
Customer,Oct,58106
Subscriber,Oct,1321
Subscriber,Oct,3617
Subscriber,Oct,652
Subscriber,Oct,352
Subscriber,Oct,509
Customer,Oct,280
Subscriber,Oct,522
Subscriber,Oct,793
Customer,Oct,594
Customer,Oct,3840
Customer,Oct,746
Subscriber,Oct,96
Customer,Oct,735
Customer,Oct,685
Subscriber,Oct,674
Subscriber,Oct,829
Subscriber,Oct,1013
Subscriber,Oct,694
Customer,Oct,2604
Customer,Oct,2535
Customer,Oct,2976
Subscriber,Oct,926
Subscriber,Oct,1746
Subscriber,Oct,3417
Subscriber,Oct,1020
Subscriber,Oct,438
Subscriber,Oct,735
Subscriber,Oct,1325
Subscriber,Oct,346
Customer,Oct,2264
Subscriber,Oct,725
Subscriber,Oct,1954
Subscriber,Oct,1268
Subscriber,Oct,149
Subscriber,Oct,286
Subscriber,Oct,271
Subscriber,Oct,589
Subscriber,Oct,1404
Subscriber,Oct,602
Subscriber,Oct,1982
Customer,Oct,210
Customer,Oct,85
Customer,Oct,247
Customer,Oct,896
Subscriber,Oct,2222
Customer,Oct,827
Customer,Oct,809
Subscriber,Oct,579
Subscriber,Oct,2129
Customer,Oct,2045
Subscriber,Oct,458
Customer,Oct,3547
Customer,Oct,341
Customer,Oct,3506
Customer,Oct,3437
Subscriber,Oct,3339
Customer,Oct,1376
Subscriber,Oct,533
Customer,Oct,56230
Customer,Oct,785
Subscriber,Oct,279
Subscriber,Oct,1468
Subscriber,Oct,208
Subscriber,Oct,252
Subscriber,Oct,366
Customer,Oct,816
Customer,Oct,1007
Customer,Oct,55391
Subscriber,Oct,719
Subscriber,Oct,615
Subscriber,Oct,2391
Customer,Oct,947
Subscriber,Oct,572
Subscriber,Oct,565
Customer,Oct,1237
Customer,Oct,767
Subscriber,Oct,434
Subscriber,Oct,459
Subscriber,Oct,3062
Subscriber,Oct,694
Subscriber,Oct,367
Customer,Oct,1050
Subscriber,Oct,963
Subscriber,Oct,298
Customer,Oct,6539
Subscriber,Oct,2010
Customer,Oct,6506
Subscriber,Oct,653
Customer,Oct,6368
Subscriber,Oct,247
Subscriber,Oct,209
Subscriber,Oct,1125
Subscriber,Oct,2595
Subscriber,Oct,564
Subscriber,Oct,530
Customer,Oct,615
Subscriber,Oct,2627
Subscriber,Oct,403
Subscriber,Oct,515
Subscriber,Oct,615
Subscriber,Oct,442
Subscriber,Oct,504
Subscriber,Oct,821
Subscriber,Oct,414
Subscriber,Oct,974
Subscriber,Oct,521
Subscriber,Oct,853
Subscriber,Oct,1793
Subscriber,Oct,322
Subscriber,Oct,83
Subscriber,Oct,394
Customer,Oct,400
Customer,Oct,68
Subscriber,Oct,365
Subscriber,Oct,555
Subscriber,Oct,847
Subscriber,Oct,839
Subscriber,Oct,621
Subscriber,Oct,797
Subscriber,Oct,939
Subscriber,Oct,549
Subscriber,Oct,947
Subscriber,Oct,362
Subscriber,Oct,618
Customer,Oct,539
Subscriber,Oct,459
Subscriber,Oct,6842
Subscriber,Oct,935
Subscriber,Oct,406
Subscriber,Oct,1295
Subscriber,Oct,418
Subscriber,Oct,561
Customer,Oct,522
Customer,Oct,3494
Subscriber,Oct,1581
Subscriber,Oct,1085
Subscriber,Oct,621
Customer,Oct,1903
Subscriber,Oct,862
Subscriber,Oct,359
Customer,Oct,317
Subscriber,Oct,1045
Subscriber,Oct,439
Subscriber,Oct,201
Customer,Oct,134
Customer,Oct,1518
Customer,Oct,1292
Subscriber,Oct,707
Subscriber,Oct,631
Subscriber,Oct,2085
Subscriber,Oct,632
Customer,Oct,259
Customer,Oct,4750
Customer,Oct,1862
Subscriber,Oct,454
Subscriber,Oct,2461
Subscriber,Oct,521
Subscriber,Oct,816
Subscriber,Oct,736
Subscriber,Oct,1318
Subscriber,Oct,352
